"condition","InCS","cog_load_CS_num","NFC","reason_always","changed","gender","Ju1_bin","Ju2_bin","right_change","study"
"control","It's wrong and I can provide a valid reason.",NA,0.555555555555555,TRUE,FALSE,"Female","wrong","wrong","reasons","study_4"
"control","It's wrong and I can provide a valid reason.",NA,-1.22222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_4"
"cog_load","There is nothing wrong.",7,-0.333333333333333,TRUE,FALSE,"Female","neutral","right","nothing wrong","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,2,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",6,0.666666666666667,FALSE,TRUE,"Male","wrong","neutral","nothing wrong","study_5"
"cog_load","It's wrong and I can provide a valid reason.",7,0.888888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,-0.277777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",8,0.833333333333333,FALSE,FALSE,"Female","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",6,-0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,0.944444444444445,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",5,0.0555555555555554,FALSE,FALSE,"Female","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,0.722222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,1.61111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",6,-1,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","There is nothing wrong.",8,0.666666666666667,FALSE,FALSE,"Male","neutral","neutral","nothing wrong","study_5"
"cog_load","It's wrong but I can't think of a reason.",7,0.833333333333333,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"cog_load","There is nothing wrong.",7,0.5,FALSE,FALSE,"Female","right","right","right initially","study_5"
"cog_load","It's wrong but I can't think of a reason.",5,-0.5,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong and I can provide a valid reason.",6,-1.16666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",7,0.388888888888889,TRUE,FALSE,"Male","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,1.66666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",7,0.833333333333333,FALSE,FALSE,"Female","neutral","neutral","nothing wrong","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,-0.833333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",2,-0.111111111111111,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",4,1.88888888888889,TRUE,TRUE,"Female","wrong","neutral","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,1.61111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",8,1.33333333333333,TRUE,FALSE,"Male","right","right","right initially","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,0.5,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong but I can't think of a reason.",5,-0.277777777777778,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong and I can provide a valid reason.",7,0.333333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,-2.11111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",8,1.11111111111111,FALSE,FALSE,"Female","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,0.666666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,1.05555555555556,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,-0.166666666666667,TRUE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,-1.16666666666667,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,0.666666666666667,TRUE,TRUE,"Female","wrong","neutral","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",7,-1.33333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",7,0.0555555555555554,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",4,1.16666666666667,TRUE,TRUE,"Female","wrong","neutral","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",4,-0.0555555555555554,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong and I can provide a valid reason.",6,0.388888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",4,0.333333333333333,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong and I can provide a valid reason.",6,0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",4,1.11111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",5,0.222222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,0.833333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,0.388888888888889,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,0.388888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",8,0.0555555555555554,TRUE,FALSE,"Male","right","right","right initially","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,0.555555555555555,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","There is nothing wrong.",5,0.611111111111111,FALSE,FALSE,"Male","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",4,0.444444444444445,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",7,-0.611111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,-0.833333333333333,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","There is nothing wrong.",8,0,FALSE,FALSE,"Male","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",7,0.833333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",7,0.611111111111111,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","There is nothing wrong.",4,0.111111111111111,FALSE,FALSE,"Female","neutral","neutral","nothing wrong","study_5"
"cog_load","It's wrong and I can provide a valid reason.",6,1.38888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,0.333333333333333,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","There is nothing wrong.",6,-1.16666666666667,FALSE,FALSE,"Male","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,0.944444444444445,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,-0.166666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,1.44444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",8,1.72222222222222,TRUE,FALSE,"Male","right","neutral","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",3,-0.611111111111111,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",7,1.44444444444444,TRUE,FALSE,"Female","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,0.388888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,1,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",7,-0.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,-0.777777777777778,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","There is nothing wrong.",5,-0.222222222222222,FALSE,TRUE,"Female","neutral","neutral","nothing wrong","study_5"
"cog_load","It's wrong and I can provide a valid reason.",4,-0.722222222222222,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",3,0.111111111111111,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong but I can't think of a reason.",5,-1.22222222222222,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong but I can't think of a reason.",5,-1.66666666666667,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong but I can't think of a reason.",5,1,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong and I can provide a valid reason.",6,0.611111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,0.111111111111111,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",4,-0.944444444444445,FALSE,TRUE,"Female","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,1.44444444444444,FALSE,TRUE,"Male","right","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",3,0.5,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",5,0.277777777777778,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,0,FALSE,TRUE,"Male","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong and I can provide a valid reason.",5,0.777777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,1.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",7,3.27777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","There is nothing wrong.",4,-0.166666666666667,FALSE,TRUE,"Male","right","neutral","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",6,1.83333333333333,FALSE,TRUE,"Female","neutral","neutral","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",6,0.0555555555555554,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",2,-2.88888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,1,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",8,-0.555555555555555,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"cog_load","There is nothing wrong.",6,2.38888888888889,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_5"
"cog_load","There is nothing wrong.",7,0.833333333333333,TRUE,FALSE,"Female","right","right","right initially","study_5"
"cog_load","It's wrong and I can provide a valid reason.",8,2.38888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"cog_load","It's wrong but I can't think of a reason.",7,1.38888888888889,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"cog_load","It's wrong but I can't think of a reason.",4,-0.333333333333333,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"control","It's wrong but I can't think of a reason.",0,1,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong but I can't think of a reason.",0,1.33333333333333,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.166666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.888888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,-0.222222222222222,TRUE,FALSE,"Female","right","right","right initially","study_5"
"control","It's wrong but I can't think of a reason.",0,1.11111111111111,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.388888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.0555555555555554,FALSE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.888888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,-0.666666666666667,TRUE,TRUE,"Male","wrong","wrong","nothing wrong","study_5"
"control","It's wrong but I can't think of a reason.",0,0.555555555555555,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.888888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.111111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,0.111111111111111,TRUE,FALSE,"Female","right","right","right initially","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.833333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.83333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.11111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,0.166666666666667,FALSE,TRUE,"Female","wrong","neutral","nothing wrong","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.388888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,1.33333333333333,FALSE,FALSE,"Female","right","right","right initially","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.277777777777778,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,-1.27777777777778,TRUE,FALSE,"Female","right","right","right initially","study_5"
"control","There is nothing wrong.",0,-1.11111111111111,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.444444444444445,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,2.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,1.27777777777778,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong but I can't think of a reason.",0,-0.166666666666667,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.166666666666667,FALSE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,1.05555555555556,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.83333333333333,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,2.83333333333333,TRUE,FALSE,"Male","right","right","right initially","study_5"
"control","It's wrong and I can provide a valid reason.",0,1,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,0.444444444444445,TRUE,FALSE,"Female","right","right","right initially","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.611111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.38888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,2,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.77777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.44444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,0.944444444444445,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong but I can't think of a reason.",0,1,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","There is nothing wrong.",0,0.444444444444445,FALSE,FALSE,"Male","right","right","right initially","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.222222222222222,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.888888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,2,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,-0.166666666666667,FALSE,FALSE,"Female","right","right","right initially","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.888888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,-0.222222222222222,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.833333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,3.94444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.333333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,-0.166666666666667,FALSE,TRUE,"Male","wrong","right","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,2.05555555555556,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,0.833333333333333,TRUE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"control","There is nothing wrong.",0,-0.0555555555555554,TRUE,FALSE,"Male","right","right","right initially","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.833333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.05555555555556,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.277777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.111111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,-1,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.55555555555556,FALSE,FALSE,"Other","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.555555555555555,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.05555555555556,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,0.666666666666667,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.444444444444445,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.666666666666667,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,-1.05555555555556,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,-1.11111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.444444444444445,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.111111111111111,TRUE,TRUE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,1,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.611111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,0.222222222222222,FALSE,FALSE,"Male","neutral","neutral","nothing wrong","study_5"
"control","It's wrong and I can provide a valid reason.",0,1.55555555555556,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.722222222222222,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,2.66666666666667,FALSE,FALSE,"Male","right","right","right initially","study_5"
"control","It's wrong and I can provide a valid reason.",0,0,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,1.16666666666667,FALSE,TRUE,"Female","wrong","neutral","nothing wrong","study_5"
"control","It's wrong but I can't think of a reason.",0,1.11111111111111,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,-2.22222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,-1.83333333333333,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,2.22222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.333333333333333,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.111111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,1.72222222222222,FALSE,TRUE,"Male","neutral","neutral","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,-1.27777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.611111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,-0.0555555555555554,FALSE,FALSE,"Female","neutral","neutral","nothing wrong","study_5"
"control","It's wrong but I can't think of a reason.",0,0.111111111111111,FALSE,TRUE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,0,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","There is nothing wrong.",0,-0.111111111111111,FALSE,FALSE,"Male","neutral","neutral","nothing wrong","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.444444444444445,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.111111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,0.0555555555555554,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.111111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.555555555555555,TRUE,FALSE,"Male","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,0.388888888888889,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.333333333333333,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong and I can provide a valid reason.",0,2.44444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_5"
"control","It's wrong but I can't think of a reason.",0,-0.722222222222222,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_5"
"control","It's wrong and I can provide a valid reason.",0,-0.444444444444445,FALSE,FALSE,"Female","wrong","wrong","reasons","study_5"
